ID nr.,smolt,sjø,totalt,gytarar,vill/oppdrett
Dirdal2016-184,3,2,5,,Vill
Dirdal2016-185,3,3,6,,Vill
Dirdal2016-186,,2,,,.
Dirdal2016-187,2,1,3,,.
Dirdal2016-188,3,2,5,,.
Dirdal2016-189,3,3,6,,Vill
Dirdal2016-190,,2,,,Vill
Dirdal2016-191,,1,,,.
Dirdal2016-192,,3,,,Vill
Dirdal2016-193,,2,,,Vill
Dirdal2016-194,3,2,5,,.
Dirdal2016-195,,2,,,.
Dirdal2016-196,2,1,3,,.
Dirdal2016-197,,2,,,.
Dirdal2016-198,,3,,,Vill
Dirdal2016-199,3,2,5,,.
Dirdal2016-200,3,2,5,,Vill
Dirdal2016-201,3,2,5,,.
Dirdal2016-202,,4,,,.
Dirdal2016-203,3,4,7,3-2-g-1+,.
Dirdal2016-204,2,2,4,,.
Dirdal2016-205,,2,,,.
Dirdal2016-206,3,2,5,,.
Dirdal2016-207,3,1,4,,.
Dirdal2016-208,,2,,,.
Dirdal2016-209,3,2,5,,Vill
Dirdal2016-210,3,2,5,,.
Dirdal2016-211,3,2,5,,Vill
Dirdal2016-212,2,2,4,,Vill
Dirdal2016-213,2,1,3,,Vill
Dirdal2016-214,,2,,,Vill
Dirdal2016-215,,4,,,Vill
Dirdal2016-216,2,4,6,2-2-g-1+,.
Dirdal2016-217,,3,,,Vill
Dirdal2016-218,,3,,,.
Dirdal2016-219,3,2,5,,.
Dirdal2016-220,3,1,4,,Vill
Dirdal2016-221,3,2,5,,.
Dirdal2016-222,,2,,,Vill
Dirdal2016-223,,1,,,?
Dirdal2016-224,3,2,5,,Vill
Dirdal2016-225,3,2,5,,Vill
Dirdal2016-226,3,3,6,,Vill
Dirdal2016-227,,3,,,.
Dirdal2016-228,3,2,5,,Vill
Dirdal2016-229,,1,,,Vill
Dirdal2016-230,3,2,5,,Vill
Dirdal2016-231,3,2,5,,.
Dirdal2016-232,3,2,5,,Vill
Dirdal2016-233,,3,,,Vill
Dirdal2016-234,2,2,4,,Vill
Dirdal2016-235,,2,,,.
Dirdal2016-236,2,2,4,,Vill
Dirdal2016-237,3,3,6,,Vill
Dirdal2016-238,,3,,,Vill
Dirdal2016-239,3,3,6,,Vill
Dirdal2016-240,,4,,?-2-g-1+,Vill
Dirdal2016-241,3,3,6,,Vill
Dirdal2016-242,2,2,4,,Vill
Dirdal2016-243,3,3,6,,.
Dirdal2016-244,3,3,6,,Vill
Dirdal2016-245,3,3,6,,.
Dirdal2016-246,2,2,4,,Vill
Dirdal2016-247,3,2,5,,.
Dirdal2016-248,3,2,5,,Vill
Dirdal2016-249,3,2,5,,Vill
Dirdal2016-250,3,2,5,,.
Dirdal2016-251,,1,,,.
Dirdal2016-252,2,1,3,,Oppdrett
Dirdal2016-253,,1,,,Oppdrett
Dirdal2016-254,,1,,,.
Dirdal2016-255,3,1,4,,.
Dirdal2016-256,,1,,,.
Dirdal2016-257,3,1,4,,Vill
Dirdal2016-258,,2,,,.
Dirdal2016-259,3,2,5,,Vill
Dirdal2016-260,3,2,5,,.
Dirdal2016-261,3,2,5,,.
Dirdal2016-262,3,2,5,,.
Dirdal2016-263,3,2,5,,.
Dirdal2016-264,,1,,,Vill
Dirdal2016-265,,0,,,Oppdrett
Dirdal2016-266,,1,,,.
Dirdal2016-267,2,2,4,,.
Dirdal2016-268,3,1,4,,.
Dirdal2016-269,,2,,,.
Dirdal2016-270,,2,,,Vill
Dirdal2016-271,,2,,,Vill
Dirdal2016-272,3,2,5,,Vill
Dirdal2016-273,,2,,,Vill
Dirdal2016-274,3,2,5,,.
Dirdal2016-275,,2,,,.
Dirdal2016-276,3,2,5,,.
Dirdal2016-277,3,2,5,,Vill
Dirdal2016-278,3,2,5,,Vill
Dirdal2016-279,,1,,,Vill
Dirdal2016-280,,3,,,Vill
Dirdal2016-281,3,2,5,,Vill
Dirdal2016-282,3,1,4,,.
Dirdal2016-283,3,3,6,,.
Dirdal2016-284,,2,,,Vill
Dirdal2016-285,3,3,6,3-1-g-1+,Vill
Dirdal2016-286,3,2,5,,Vill
Dirdal2016-287,2,2,4,,Vill
Dirdal2016-288,3,2,5,,Vill
Dirdal2016-289,,3,,,Vill
Dirdal2016-290,2,2,4,,Vill
Dirdal2016-291,,3,,,Vill
Dirdal2016-292,,1,,,Vill
Dirdal2016-293,3,2,5,,Vill
Dirdal2016-294,,2,,,Vill
Dirdal2016-295,,2,,,Vill
Dirdal2016-296,,2,,,.
Dirdal2016-297,2,3,5,,.
Dirdal2016-298,3,2,5,,.
Dirdal2016-299,,2,,,Vill
Dirdal2016-300,,2,,,Vill
Dirdal2016-301,3,3,6,,Vill
Dirdal2016-302,3,2,5,,Vill
Dirdal2016-303,,2,,,Vill
Dirdal2016-304,,1/2,,,Oppdrett
Dirdal2016-305,3,2,5,,.
Dirdal2016-306,2,2,4,,Vill
Dirdal2016-307,3,2,5,,Vill
Dirdal2016-308,,1,,,.
Dirdal2016-309,3,1,4,,Vill
Dirdal2016-310,,2,,,Vill
Dirdal2016-311,,2,,,Vill
Dirdal2016-312,,3,,,Vill
Dirdal2016-313,3,2,5,,.
Dirdal2016-314,,2,,,Vill
Dirdal2016-315,,2,,,Vill
Dirdal2016-316,,4,,?-2-g-1+,.
Dirdal2016-317,,3,,,.
Dirdal2016-318,,3,,,.
Dirdal2016-319,,3,,,.
Dirdal2016-320,,4,,?-2-g-1+,.
Dirdal2016-321,3,2,5,,Vill
Dirdal2016-322,,3,,,.
Dirdal2016-323,3,3,6,,.
Dirdal2016-324,,4,,?-2-g-1+,Vill
Dirdal2016-325,3,2,5,,Vill
Dirdal2016-326,3,2,5,,.
Dirdal2016-327,3,3,6,,Vill
Dirdal2016-328,3,2,5,,Vill
Dirdal2016-329,,3,,,Vill
Dirdal2016-330,,2,,,Vill
Dirdal2016-331,3,3,6,,.
Dirdal2016-332,3,2,5,,.
Dirdal2016-333,3,2,5,,Vill
Dirdal2016-334,3,2,5,,Vill
Dirdal2016-335,,2,,,Vill
Dirdal2016-336,,2,,,.
Dirdal2016-337,3,2,5,,.
Dirdal2016-338,3,2,5,,.
Dirdal2016-339,,2,,,Vill
Dirdal2016-340,3,2,5,3-1-g-0+,Vill
Dirdal2016-341,3,2,5,,Vill
Dirdal2016-342,3,2,5,,Vill
Dirdal2016-343,,2,,,Vill
Dirdal2016-344,3,2,5,,Vill
Dirdal2016-345,3,3,6,,.
Dirdal2016-346,2,1,3,,.
Dirdal2016-347,,1,,,.
Dirdal2016-348,2,2,4,,Vill
Dirdal2016-349,3,2,5,,Vill
Dirdal2016-350,,4,,?-2-g-1+,Vill
Dirdal2016-351,2,2,4,,Vill
Dirdal2016-352,,2,,,Vill
Dirdal2016-353,3,1,4,,Vill
Dirdal2016-354,3,2,5,,Vill
Dirdal2016-355,,2,,,
Dirdal2016-356,,1,,,
Dirdal2016-357,,2,,,Vill
Dirdal2016-358,,1,,,
Dirdal2016-359,,1,,,Vill
Dirdal2016-360,,1,,,Vill
Dirdal2016-361,,2,,,Vill
Dirdal2016-362,,2,,,Vill
Dirdal2016-363,,2,,,
Dirdal2016-364,,1,,,Vill
Dirdal2016-365,,2,,,Vill
Dirdal2016-366,,2,,,
Dirdal2016-367,,2,,,Vill
Dirdal2016-368,2,2,4,,
Dirdal2016-369,,2,,,Vill
Dirdal2016-370,,2,,,Vill
Dirdal2016-371,3,3,6,,
Dirdal2016-372,3,2,5,,
Dirdal2016-373,3,1,4,,Vill
Dirdal2016-374,,2,,,Vill
Dirdal2016-375,3,2,5,,Vill
Dirdal2016-376,,2,,,Vill
Dirdal2016-377,,2,,,
Dirdal2016-378,3,2,5,,Vill
Dirdal2016-379,,2,,,Vill
Dirdal2016-380,3,2,5,,
Dirdal2016-381,,2,,,
Dirdal2016-382,,2,,,Vill
Dirdal2016-383,,3,,,Vill
Dirdal2016-384,,2,,,
Dirdal2016-385,,3,,,Vill
Dirdal2016-386,3,3,6,,
Dirdal2016-387,3,2,5,,
Dirdal2016-388,,3,,?-2-g-0+,Vill
Dirdal2016-389,3,2,5,,Vill
Dirdal2016-390,3,2,5,,Vill
Dirdal2016-391,,3,,,
Dirdal2016-392,3,1,4,,Vill
Dirdal2016-393,,3,,,Vill
Dirdal2016-394,,2,,,
Dirdal2016-395,3,2,5,,
Dirdal2016-396,3,2,5,,Vill
Dirdal2016-397,2,2,4,,
Dirdal2016-398,,2,,,Vill
Dirdal2016-399,,1,,,Vill
Dirdal2016-400,,3,,,Vill
Dirdal2016-401,2,2,4,,
Dirdal2016-402,,2,,,
Dirdal2016-403,,1,,,Vill
Dirdal2016-404,,3,,,
Dirdal2016-405,,2,,,
Dirdal2016-406,3,2,5,,Vill
Dirdal2016-407,3,2,5,,
Dirdal2016-408,3,3,6,,Vill
Dirdal2016-409,,2,,,Vill
Dirdal2016-410,,2,,,Vill
Dirdal2016-411,,3,,,
Dirdal2016-412,3,3,6,,Vill
Dirdal2016-413,3,2,5,,Vill
Dirdal2016-414,3,1,4,,Vill
Dirdal2016-415,3,1,4,,Vill
Dirdal2016-416,,2,,,Vill
Dirdal2016-417,3,2,5,,
Dirdal2016-418,,2,,,
Dirdal2016-419,3,3,6,,Vill
Dirdal2016-420,3,2,5,,Vill
Dirdal2016-421,,2,,,Vill
Dirdal2016-422,2,2,4,,
Dirdal2016-423,3,3,6,,
Dirdal2016-424,,2,,,Vill
Dirdal2016-425,,2,,,Vill
Dirdal2016-426,,2,,,Vill
Dirdal2016-427,3,3,6,,Vill
Dirdal2016-428,3,2,5,,Vill
Dirdal2016-429,3,2,5,,Vill
Dirdal2016-430,,2,,,
Dirdal2016-431,,4,,?-2-g-1+,Vill
Dirdal2016-432,3,2,5,,
Dirdal2016-433,3,2,5,,Vill
Dirdal2016-434,,2,,,Vill
Dirdal2016-435,,2,,,
Dirdal2016-436,,3,,,?
Dirdal2016-437,3,3,6,,Vill
Dirdal2016-438,3,2,5,,Vill
Dirdal2016-439,,2,,,Vill
Dirdal2016-440,3,2,5,,Vill
Dirdal2016-441,,2,,,Vill
Dirdal2016-442,3,2,5,,Vill
Dirdal2016-443,,2,,,Vill
Dirdal2016-444,,2,,,Vill
Dirdal2016-445,3,2,5,,Vill
Dirdal2016-446,,2,,,Vill
Dirdal2016-447,3,2,5,,Vill
Dirdal2016-448,,2,,,
Dirdal2016-449,3,2,5,,Vill
Dirdal2016-450,,2,,,Vill
Dirdal2016-451,,2,,,Vill
Dirdal2016-452,,2,,,Vill
Dirdal2016-453,3,2,5,,Vill
Dirdal2016-454,,2,,,Vill
Dirdal2016-455,2,2,4,,Vill
Dirdal2016-456,,3,,,Vill
Dirdal2016-457,2,2,4,,Vill
Dirdal2016-458,3,2,5,,Vill
Dirdal2016-459,3,2,5,,Vill
Dirdal2016-460,,2,,,Vill
Dirdal2016-461,2,2,4,,Vill
Dirdal2016-462,3,2,5,,Vill
Dirdal2016-463,3,3,6,,Vill
Dirdal2016-464,3,3,6,,Vill
Dirdal2016-465,3,2,5,,Vill
Dirdal2016-466,3,2,5,,
Dirdal2016-467,,3,,,Vill
Dirdal2016-468,3,2,5,,Vill
Dirdal2016-469,,2,,,
Dirdal2016-470,,2,,,
Dirdal2016-471,,0/1,,,Oppdrett
Espedal2016-001,,2,,,.
Espedal2016-002,,2,,,.
Espedal2016-003,,2,,,.
Espedal2016-004,,2,,,.
Espedal2016-005,,2,,,.
Espedal2016-006,2,2,4,,.
Espedal2016-007,,2,,,Vill
Espedal2016-008,,2,,,Vill
Espedal2016-009,,2,,,.
Espedal2016-010,3,2,5,,.
Espedal2016-011,3,3,6,,.
Espedal2016-012,,2,,,Vill
Espedal2016-013,3,2,5,,Vill
Espedal2016-014,3,2,5,,Vill
Espedal2016-015,,2,,,Vill
Espedal2016-016,3,2,5,,Vill
Espedal2016-017,2,3,5,,Vill
Espedal2016-018,,2,,,Vill
Espedal2016-019,3,3,6,,Vill
Espedal2016-020,3,1,4,,Vill
Espedal2016-021,3,2,5,,Vill
Espedal2016-022,3,2,5,,Vill
Espedal2016-023,3,2,5,,Vill
Espedal2016-024,,2,,,Vill
Espedal2016-025,3,2,5,,Vill
Espedal2016-026,3,4,7,3-2-g-1+,
Espedal2016-027,,2,,,Vill
Espedal2016-028,2,2,4,,Vill
Espedal2016-029,3,2,5,,
Espedal2016-030,2,2,4,,Vill
Espedal2016-031,,2,,,Vill
Espedal2016-032,,2,,,Vill
Espedal2016-033,,2,,,
Espedal2016-034,,3,,,Vill
Espedal2016-035,4,2,6,,Vill
Espedal2016-036,3,2,5,,Vill
Espedal2016-037,2,2,4,,Vill
Espedal2016-038,3,2,5,,Vill
Espedal2016-039,3,3,6,,
Espedal2016-040,,2,,,Vill
Espedal2016-041,3,3,6,,Vill
Espedal2016-042,,3,,,Vill
Espedal2016-043,,2,,,
Espedal2016-044,3,2,5,,Vill
Espedal2016-045,2,1,3,,
Espedal2016-046,,2,,,
Espedal2016-047,3,1,4,,Vill
Espedal2016-048,3,2,5,,Vill
Espedal2016-049,3,1,4,,
Espedal2016-050,2,2,4,,
Espedal2016-051,,4,,,Vill
Espedal2016-052,2,3,5,,Vill
Espedal2016-053,,3,,,Vill
Espedal2016-054,2,3,5,,Vill
Espedal2016-055,3,2,5,,Vill
Espedal2016-056,,3,,,Vill
Espedal2016-057,,3,,,Vill
Espedal2016-058,3,2,5,,Vill
Espedal2016-059,,3,,,Vill
Espedal2016-060,3,3,6,,Vill
Espedal2016-061,,2,,,Vill
Espedal2016-062,,2,,,Vill
Espedal2016-063,2,2,4,,Vill
Espedal2016-064,2,2,4,,Vill
Espedal2016-065,,3,,,Vill
Espedal2016-066,3,3,6,,
Espedal2016-067,,2,,,Vill
Espedal2016-068,3,3,6,,Vill
Espedal2016-069,3,1,4,,Vill
Espedal2016-070,3,2,5,,Vill
Espedal2016-071,2,3,5,,
Espedal2016-072,,,,,
Espedal2016-073,,3,,,Vill
Espedal2016-074,3,3,6,,Vill
Espedal2016-075,4,2,6,,Vill
Espedal2016-076,2,4,6,,
Espedal2016-077,3,2,5,,
Espedal2016-078,3,2,5,,
Espedal2016-079,,2,,,Vill
Espedal2016-080,3,2,5,,Vill
Espedal2016-081,,3,,,Vill
Espedal2016-082,3,3,6,,Vill
Espedal2016-083,,3,,,
Espedal2016-084,,2,,,
Espedal2016-085,3,3,6,,
Espedal2016-086,2,2,4,,
Espedal2016-087,3,2,5,,Vill
Espedal2016-088,,3,,,Vill
Espedal2016-089,2,2,4,,Vill
Espedal2016-090,,2,,,Vill
Espedal2016-091,3,3,6,,Vill
Espedal2016-092,,3,,,Vill
Espedal2016-093,3,2,5,,Vill
Espedal2016-094,3,2,5,,Vill
Espedal2016-095,,2,,,Vill
Espedal2016-096,,2,,,Vill
Espedal2016-097,,2,,,Vill
Espedal2016-098,,3,,,
Espedal2016-099,3,2,5,,
Espedal2016-100,3,2,5,,
Espedal2016-101,,2,,,Vill
Espedal2016-102,,1,,,Vill
Espedal2016-103,,2,,,
Espedal2016-104,2,1,3,,
Espedal2016-105,2,2,4,,Vill
Espedal2016-106,,2,,,Vill
Espedal2016-107,3,1,4,,Vill
Espedal2016-108,2,2,4,,Vill
Espedal2016-109,,2,,,
Espedal2016-110,,,,,
Espedal2016-111,3,3,6,,.
Espedal2016-112,,3,,,Vill
Espedal2016-113,,2,,,Vill
Espedal2016-114,,3,,,Vill
Espedal2016-115,,2,,,
Espedal2016-116,2,2,4,,Vill
Espedal2016-117,4,2,6,,
Espedal2016-118,,3,,,
Espedal2016-119,,4,,,Vill
Espedal2016-120,,2,,,Vill
Espedal2016-121,,2,,,
Espedal2016-122,3,3,6,,
Espedal2016-123,3,2,5,,
Espedal2016-124,3,2,5,,
Espedal2016-125,,2,,,Vill
Espedal2016-126,3,2,5,,Vill
Espedal2016-127,,2,,,Vill
Espedal2016-128,3,2,5,,Vill
Espedal2016-129,3,4,7,,Vill
Espedal2016-130,3,4,7,,Vill
Espedal2016-131,,1,,,Vill
Espedal2016-132,,4,,,Vill
Espedal2016-133,3,2,5,,Vill
Espedal2016-134,,2,,,
Espedal2016-135,3,3,6,,
Espedal2016-136,2,2,4,,
Espedal2016-137,3,2,5,,Vill
Espedal2016-138,3,3,6,,Vill
Espedal2016-139,,1,,,
Espedal2016-140,2,2,4,,
Espedal2016-141,2,2,4,,
Espedal2016-142,3,2,5,,
Espedal2016-143,3,2,5,,Vill
Espedal2016-144,,2,,,Vill
Espedal2016-145,,2,,,Vill
Espedal2016-146,,3,,,Vill
Espedal2016-147,3,2,5,,Vill
Espedal2016-148,3,2,5,,Vill
Espedal2016-149,,5,,?-3-g-1+,Vill
Espedal2016-150,,2,,,
Espedal2016-151,,2,,,Vill
Espedal2016-152,,2,,,Vill
Espedal2016-153,,2,,,
Espedal2016-154,,2,,,Vill
Espedal2016-155,,2,,,Vill
Espedal2016-156,,2,,,Vill
Espedal2016-157,2,2,4,,Vill
Espedal2016-158,,2,,,Vill
Espedal2016-159,3,2,5,,
Espedal2016-160,,3,,,Vill
Espedal2016-161,3,2,5,,
Espedal2016-162,3,2,5,,
Espedal2016-163,,1,,,
Espedal2016-164,,1,,,Vill
Espedal2016-165,,2,,,
Espedal2016-166,3,2,5,,Vill
Espedal2016-167,,2,,,Vill
Espedal2016-168,3,2,5,,Vill
Espedal2016-169,,2,,,Vill
Espedal2016-170,,2,,,Vill
Espedal2016-171,3,2,5,,
Espedal2016-172,,,,,
Espedal2016-173,2,2,4,,Vill
Espedal2016-174,,2,,,Vill
Espedal2016-175,3,2,5,,Vill
Espedal2016-176,3,2,5,,Vill
Espedal2016-177,3,1,4,,
Espedal2016-178,3,2,5,,Vill
Espedal2016-179,,4,,?-2-g-1+,Vill
Espedal2016-180,2,2,4,,
Espedal2016-181,,2,,,Vill
Espedal2016-182,4,2,6,,
Espedal2016-183,,3,,,
Espedal2016-184,3,2,5,,
Espedal2016-185,,2,,,Vill
Espedal2016-186,,0,,,Vill
Espedal2016-187,3,1,4,,
Espedal2016-188,,2,,,Vill
Espedal2016-189,3,2,5,,Vill
Espedal2016-190,3,3,6,,
Espedal2016-191,,2,,,Vill
Espedal2016-192,3,2,5,,Vill
Espedal2016-193,3,2,5,,Vill
Espedal2016-194,4,2,6,,
Espedal2016-195,,3,,,Vill
Espedal2016-196,,2,,,Vill
Espedal2016-197,,3,,,Vill
Espedal2016-198,,3,,,Vill
Espedal2016-199,,2,,,Vill
Espedal2016-200,,4,,,
Espedal2016-201,3,2,5,,Vill
Espedal2016-202,,3,,,
Espedal2016-203,3,2,5,,
Espedal2016-204,2,3,5,,
Espedal2016-205,,2,,,
Espedal2016-206,3,2,5,,
Espedal2016-207,,3,,,Vill
Espedal2016-208,,2,,,
Espedal2016-209,2,2,4,,Vill
Espedal2016-210,,1,,,Vill
Espedal2016-211,3,2,5,,Vill
Espedal2016-212,,2,,,Vill
Espedal2016-213,,2,,,
Espedal2016-214,,,,,
Espedal2016-215,,,,,
Espedal2016-216,,2,,,
Espedal2016-217,,2,,,
Espedal2016-218,,2,,,Vill
Espedal2016-219,3,4,7,,Vill
Espedal2016-220,,2,,,Vill
Espedal2016-221,,2,,,Vill
Espedal2016-222,,2,,,Vill
Espedal2016-223,2,1,3,,Vill
Espedal2016-224,,2,,,Vill
Espedal2016-225,,1,,,Vill
Espedal2016-226,,2,,,Vill
Espedal2016-227,,3,,,Vill
Espedal2016-228,,2,,,Vill
Espedal2016-229,,2,,,Vill
Espedal2016-230,3,3,6,,Vill
Espedal2016-231,,3,,,Vill
Espedal2016-232,2,3,5,,
Espedal2016-233,,2,,,Vill
Espedal2016-234,,2,,,
Espedal2016-235,3,2,5,,
Espedal2016-236,,2,,,
Espedal2016-237,,2,,,Vill
Espedal2016-238,,3,,,Vill
Espedal2016-239,,4,,?-2-g-1+,Vill
Espedal2016-240,,2,,,Vill
Espedal2016-241,,1,,,Vill
Espedal2016-242,,3,,,Vill
Espedal2016-243,3,3,6,,Vill
Espedal2016-244,3,1,4,,Vill
Espedal2016-245,3,3,6,,Vill
Espedal2016-246,2,2,4,,
Espedal2016-247,2,3,5,,Vill
Espedal2016-248,3,2,5,,Vill
Espedal2016-249,,2,,,
Espedal2016-250,3,1,4,,Vill
Espedal2016-251,2,2,4,,Vill
Espedal2016-252,3,3,6,,
Espedal2016-253,3,2,5,,
Espedal2016-254,,2,,,Vill
Espedal2016-255,3,1,4,,
Espedal2016-256,,4,,?-2-g-1+,
Espedal2016-257,2,3,5,,Vill
Espedal2016-258,3,4,7,3-2-g-1+,
Espedal2016-259,3,2,5,,
Espedal2016-260,3,3,6,,
Espedal2016-261,,2,,,
Espedal2016-262,3,2,5,,
Espedal2016-263,,2,,,
Espedal2016-264,,2,,,
Espedal2016-265,,2,,,Vill
Espedal2016-266,,3,,,Vill
Espedal2016-267,3,2,5,,
Espedal2016-268,,2,,,
Espedal2016-269,,3,,,Vill
Espedal2016-270,3,2,5,,Vill
Espedal2016-271,,3,,,
Espedal2016-272,,1,,,Vill
Espedal2016-273,,2,,,
Espedal2016-274,3,2,5,,
Espedal2016-275,2,2,4,,
Espedal2016-276,,2,,,Vill
Espedal2016-277,3,2,5,,
Espedal2016-278,,2,,,Vill
Espedal2016-279,3,2,5,,Vill
Espedal2016-280,,1,,,Vill
Espedal2016-281,,2,,,Vill
Espedal2016-282,3,2,5,,Vill
Espedal2016-283,3,2,5,,Vill
Espedal2016-284,,2,,,Vill
Espedal2016-285,,2,,,Vill
Espedal2016-286,,2,,,Vill
Espedal2016-287,,3,,,Vill
Espedal2016-288,,1,,,Vill
Espedal2016-289,2,2,4,,
Espedal2016-290,2,2,4,,Vill
Espedal2016-291,,2,,,
Espedal2016-292,3,2,5,,Vill
Espedal2016-293,,3,,,Vill
Espedal2016-294,,2,,,
Espedal2016-295,,3,,,Vill
Espedal2016-296,,3,,,Vill
Espedal2016-297,3,2,5,,Vill
Espedal2016-298,3,2,5,,
Espedal2016-299,3,2,5,,Vill
Espedal2016-300,3,3,6,,Vill
Espedal2016-301,2,2,4,,Vill
Espedal2016-302,3,1,4,,Vill
Espedal2016-303,3,2,5,,Vill
Espedal2016-304,3,2,5,,Vill
Espedal2016-305,,4,,?-2-g-1+,Vill
Espedal2016-306,,2,,,
Espedal2016-307,3,3,6,,Vill
Espedal2016-308,,2,,,Vill
Espedal2016-309,3,1,4,,Vill
Espedal2016-310,3,3,6,,Vill
Espedal2016-311,,,,,
Espedal2016-312,,,,,
Espedal2016-313,,3,,,Vill
Espedal2016-314,3,2,5,,Vill
Espedal2016-315,,2,,,Vill
Espedal2016-316,,3,,,Vill
Espedal2016-317,3,3,6,,
Espedal2016-318,,1,,,Vill
Espedal2016-319,,1,,,Vill
Espedal2016-320,3,1,4,,Vill
Espedal2016-321,,2,,,
Espedal2016-322,,1,,,
Espedal2016-323,,2,,,
Espedal2016-324,3,2,5,,
Espedal2016-325,,3,,,Vill
Espedal2016-326,,3,,,Vill
Espedal2016-327,,2,,,Vill
Espedal2016-328,3,3,6,,
Espedal2016-329,,3,,,Vill
Espedal2016-330,3,3,6,,Vill
Espedal2016-331,,2,,,Vill
Espedal2016-332,3,2,5,,Vill
Espedal2016-333,2,3,5,,
Espedal2016-334,3,3,6,,Vill
Espedal2016-335,,2,,,
Espedal2016-336,,2,,,
Espedal2016-337,2,2,4,,Vill
Espedal2016-338,2,2,4,,
Espedal2016-339,3,2,5,,Vill
Espedal2016-340,3,2,5,,Vill
Espedal2016-341,2,2,4,,Vill
Espedal2016-342,,2,,,
Espedal2016-343,,3,,,Vill
Espedal2016-344,,2,,,Vill
Espedal2016-345,,2,,,Vill
Espedal2016-346,,3,,,Vill
Espedal2016-347,,2,,,Vill
Espedal2016-348,2,2,4,,Vill
Espedal2016-349,,2,,,Vill
Espedal2016-350,,2,,,Vill
Espedal2016-351,2,2,4,,
Espedal2016-352,,3,,,Vill
Espedal2016-353,2,3,5,,Vill
Espedal2016-354,,3,,,Vill
Espedal2016-355,,2,,,Vill
Espedal2016-356,,3,,,Vill
Espedal2016-357,3,2,5,,Vill
Espedal2016-358,,2,,,Vill
Espedal2016-359,3,3,6,,Vill
Espedal2016-360,2,2,4,,Vill
Espedal2016-361,2,3,5,,Vill
Espedal2016-362,,3,,,Vill
Espedal2016-363,2,2,4,,Vill
Espedal2016-364,2,2,4,,Vill
Espedal2016-365,2,2,4,,Vill
Espedal2016-366,2,2,4,,Vill
Espedal2016-367,,2,,,Vill
Espedal2016-368,,3,,,Vill
Espedal2016-369,3,3,6,,Vill
Espedal2016-370,,2,,,Vill
Espedal2016-371,2,2,4,,Vill
Espedal2016-372,3,3,6,,Vill
Espedal2016-373,2,2,4,,Vill
Espedal2016-374,,2,,,Vill
Espedal2016-375,2,2,4,,Vill
Espedal2016-376,2,2,4,,Vill
Espedal2016-377,3,2,5,,Vill
Espedal2016-378,,1,,,
Espedal2016-379,2,2,4,,
Espedal2016-380,3,1,4,,
Espedal2016-381,,3,,,
Espedal2016-382,,3,,,
Espedal2016-383,,2,,,
Espedal2016-384,3,2,5,,Vill
Espedal2016-385,,2,,,
Espedal2016-386,3,2,5,,
Espedal2016-387,,2,,,
Espedal2016-388,3,2,5,,
Espedal2016-389,2,2,4,,
Espedal2016-390,,4,,?-2-g-1+,Vill
Espedal2016-391,,3,,,Vill
Espedal2016-392,,2,,,Vill
Espedal2016-393,2,2,4,,Vill
Espedal2016-394,,3,,,Vill
Frafjord2016-001,2,2,4,,Vill
Frafjord2016-002,3,1,4,,.
Frafjord2016-003,,0/1,,,.
Frafjord2016-004,,2,,,.
Frafjord2016-005,,,,,.
Frafjord2016-006,,2,,,Vill
Frafjord2016-007,3,3,6,,.
Frafjord2016-008,3,2,5,,Vill
Frafjord2016-009,3,1,4,,.
Frafjord2016-010,,3,,,.
Frafjord2016-011,,2,,,Vill
Frafjord2016-012,3,2,5,,.
Frafjord2016-013,,2,,,.
Frafjord2016-014,3,2,5,,.
Frafjord2016-015,2,2,4,,.
Frafjord2016-016,2,2,4,,.
Frafjord2016-017,3,2,5,,.
Hå2016-001,,0,,,.
Hå2016-002,2,1,3,,.
Håland2016-001,3,2,5,,.
Håland2016-002,3,2,5,,.
Håland2016-003,,2,,,.
Håland2016-004,3,2,5,,Vill
Håland2016-005,3,2,5,,Vill
Håland2016-006,,2,,,Vill
Håland2016-007,3,3,6,,.
Håland2016-008,3,2,5,,Vill
Håland2016-009,3,3,6,,Vill
Håland2016-010,,1,,,Vill
Håland2016-011,2,2,4,,Vill
Håland2016-012,,2,,,Vill
Håland2016-013,,3,,,Vill
Håland2016-014,,2,,,Vill
Håland2016-015,,2,,,Vill
Håland2016-016,3,2,5,,.
Håland2016-017,3,3,6,,Vill
Håland2016-018,,0/1,,,.
Håland2016-019,3,2,5,,Vill
Håland2016-020,,2,,,.
Håland2016-021,3,2,5,,.
Håland2016-022,,2,,,.
Håland2016-023,3,3,6,,.
Håland2016-024,,3,,,Vill
Håland2016-025,3,2,5,,Vill
Håland2016-026,3,2,5,,Vill
Håland2016-027,4,3,7,,Vill
Håland2016-028,3,2,5,,.
Håland2016-029,3,3,6,,.
Håland2016-030,3,3,6,,Vill
Håland2016-031,3,2,5,,Vill
Håland2016-032,,2,,,.
Håland2016-033,3,2,5,,.
Håland2016-034,3,2,5,,Vill
Håland2016-035,,2,,,Vill
Håland2016-036,,2,,,Vill
Håland2016-037,3,2,5,,.
Håland2016-038,3,2,5,,Vill
Håland2016-039,,2,,,Vill
Håland2016-040,3,3,6,3-1-g-1+,.
Håland2016-041,,2,,,.
Håland2016-042,3,2,5,,Vill
Håland2016-043,,2,,,Vill
Håland2016-044,,2,,,.
Håland2016-045,3,2,5,,.
Håland2016-046,2,2,4,,.
Håland2016-047,3,2,5,,Vill
