ID nr.,smolt,sjø,totalt,gytarar,vill/oppdrett
Dirdal2017-150,3,2,5,,Vill
Dirdal2017-151,3,2,5,,Vill
Dirdal2017-152,,1,,,Vill
Dirdal2017-153,3,2,5,,.
Dirdal2017-154,3,2,5,,Vill
Dirdal2017-155,3,2,5,,.
Dirdal2017-156,,4,,?-2-g-1+,?
Dirdal2017-157,,2,,,.
Dirdal2017-158,3,2,5,,Vill
Dirdal2017-159,3,3,6,,Vill
Dirdal2017-160,,2,,,.
Dirdal2017-161,2,2,4,,.
Dirdal2017-162,3,2,5,,Vill
Dirdal2017-163,,2,,,Vill
Dirdal2017-164,3,2,5,,.
Dirdal2017-165,3,2,5,,Vill
Dirdal2017-166,,2,,,.
Dirdal2017-167,,2,,,Vill
Dirdal2017-168,,3,,,Vill
Dirdal2017-169,,3,,,Vill
Dirdal2017-170,,3,,,Vill
Dirdal2017-171,,2,,,Vill
Dirdal2017-172,,2,,,Vill
Dirdal2017-173,2,3,5,,.
Dirdal2017-174,2,3,5,,.
Dirdal2017-175,3,2,5,,.
Dirdal2017-176,3,2,5,,.
Dirdal2017-177,3,2,5,,.
Dirdal2017-178,3,3,6,,.
Dirdal2017-179,3,3,6,,.
Dirdal2017-180,,3,,,.
Dirdal2017-181,,2,,,Vill
Dirdal2017-182,3,2,5,,Vill
Dirdal2017-183,,1,,,.
Dirdal2017-184,2,3,5,,Vill
Dirdal2017-185,,2,,,Vill
Dirdal2017-186,,2,,,.
Dirdal2017-187,3,2,5,,Vill
Dirdal2017-188,,2,,,Vill
Dirdal2017-189,,2,,,.
Dirdal2017-190,,2,,,Vill
Dirdal2017-191,3,2,5,,Vill
Dirdal2017-192,,2,,,.
Dirdal2017-193,3,2,5,,Vill
Dirdal2017-194,,1,,,.
Dirdal2017-195,3,2,5,,.
Dirdal2017-196,3,2,5,,.
Dirdal2017-197,3,2,5,,Vill
Dirdal2017-198,3,2,5,,.
Dirdal2017-199,3,2,5,,Vill
Dirdal2017-200,2,2,4,,.
Dirdal2017-201,,3,,,Vill
Dirdal2017-202,,1,,,Vill
Dirdal2017-203,3,3,6,,Vill
Dirdal2017-204,,2,,,.
Dirdal2017-205,3,2,5,,.
Dirdal2017-206,3,2,5,,Vill
Dirdal2017-207,,2,,,.
Dirdal2017-208,3,2,5,,Vill
Dirdal2017-209,3,2,5,,Vill
Dirdal2017-210,3,3,6,,.
Dirdal2017-211,3,2,5,,.
Dirdal2017-212,2,2,4,,.
Dirdal2017-213,3,2,5,,Vill
Dirdal2017-214,3,2,5,,Vill
Dirdal2017-215,3,3,6,,Vill
Dirdal2017-216,,2,,,Vill
Dirdal2017-217,,2,,,Vill
Dirdal2017-218,,3,,,Vill
Dirdal2017-219,3,2,5,,.
Dirdal2017-220,3,2,5,,Vill
Dirdal2017-221,,2,,,Vill
Dirdal2017-222,3,2,5,,Vill
Dirdal2017-223,3,2,5,,Vill
Dirdal2017-224,3,2,5,,.
Dirdal2017-225,3,2,5,,Vill
Dirdal2017-226,,3,,,Vill
Dirdal2017-227,3,4,7,3-2-g-1+,Vill
Dirdal2017-228,3,2,5,,Vill
Dirdal2017-229,2,2,4,,.
Dirdal2017-230,,2,,,.
Dirdal2017-231,2,2,4,,Vill
Dirdal2017-232,3,2,5,,Vill
Dirdal2017-233,3,2,5,,Vill
Dirdal2017-234,,2,,,Vill
Dirdal2017-235,,2,,,Vill
Dirdal2017-236,,2,,,Vill
Dirdal2017-237,,2,,,.
Dirdal2017-238,,2,,,.
Dirdal2017-239,,2,,,.
Dirdal2017-240,,2,,,Vill
Dirdal2017-241,3,3,6,,Vill
Dirdal2017-242,3,2,5,,Vill
Dirdal2017-243,,2,,,Vill
Dirdal2017-244,3,2,5,,Vill
Dirdal2017-245,3,2,5,,Vill
Dirdal2017-246,,2,,,Vill
Dirdal2017-247,2,2,4,,Vill
Dirdal2017-248,,2,,,.
Dirdal2017-249,,2,,,Vill
Dirdal2017-250,,3,,,Vill
Dirdal2017-251,,4,,?-2-g-1+,.
Dirdal2017-252,,2,,,.
Dirdal2017-253,3,2,5,,Vill
Dirdal2017-254,3,4,7,,.
Dirdal2017-255,3,2,5,,Vill
Dirdal2017-256,,3,,,.
Dirdal2017-257,3,2,5,,Vill
Dirdal2017-258,3,2,5,,.
Dirdal2017-259,3,2,5,,Vill
Dirdal2017-260,3,2,5,,Vill
Dirdal2017-261,,2,,,Vill
Dirdal2017-262,2,2,4,,Vill
Dirdal2017-263,2,2,4,,.
Dirdal2017-264,,2,,,.
Dirdal2017-265,,2,,,Vill
Dirdal2017-266,,2,,,.
Dirdal2017-267,3,2,5,,Vill
Dirdal2017-268,2,2,4,,.
Dirdal2017-269,3,3,6,,.
Dirdal2017-270,,2,,,Vill
Dirdal2017-271,,3,,,.
Dirdal2017-272,,2,,,Vill
Dirdal2017-273,,2,,,.
Dirdal2017-274,,2,,,Vill
Dirdal2017-275,2,2,4,,.
Dirdal2017-276,,3,,,.
Dirdal2017-277,,4,,?-2-g-1+,.
Dirdal2017-278,3,2,5,,Vill
Dirdal2017-279,,0/1,,,?
Dirdal2017-280,,2,,,.
Dirdal2017-281,,2,,,.
Dirdal2017-282,3,2,5,,.
Dirdal2017-283,2,2,4,,.
Dirdal2017-284,,2,,,.
Dirdal2017-285,,2,,,Vill
Dirdal2017-286,,2,,,Vill
Dirdal2017-287,3,2,5,,Vill
Dirdal2017-288,,2,,,.
Dirdal2017-289,,2,,,Vill
Dirdal2017-290,3,2,5,,Vill
Dirdal2017-291,3,2,5,,Vill
Dirdal2017-292,3,2,5,,Vill
Dirdal2017-293,2,2,4,,.
Dirdal2017-294,,2,,,.
Dirdal2017-295,,2,,,.
Dirdal2017-296,,2,,,Vill
Dirdal2017-297,,2,,,.
Dirdal2017-298,,4,,?-2-g-1+,Vill
Dirdal2017-299,,2,,,.
Dirdal2017-300,,3,,,Vill
Dirdal2017-301,,2,,,.
Dirdal2017-302,2,2,4,,Vill
Dirdal2017-303,,2,,,Vill
Dirdal2017-304,3,2,5,,Vill
Dirdal2017-305,,2,,,Vill
Dirdal2017-306,3,2,5,,?
Dirdal2017-307,,2,,,Vill
Dirdal2017-308,,2,,,Vill
Dirdal2017-309,,2,,,Vill
Dirdal2017-310,3,2,5,,.
Dirdal2017-311,3,2,5,,Vill
Dirdal2017-312,3,2,5,,Vill
Dirdal2017-313,3,3,6,,Vill
Dirdal2017-314,,3,,,Vill
Dirdal2017-315,,2,,,.
Dirdal2017-316,,1,,,Vill
Dirdal2017-317,,2,,,Vill
Dirdal2017-318,,2,,,Vill
Dirdal2017-319,3,1,4,,Vill
Dirdal2017-320,,2,,,Vill
Dirdal2017-321,,1,,,Vill
Dirdal2017-322,3,2,5,,Vill
Dirdal2017-323,3,2,5,,Vill
Dirdal2017-324,,2,,,Vill
Dirdal2017-325,3,2,5,,Vill
Dirdal2017-326,3,2,5,,Vill
Dirdal2017-327,,2,,,.
Dirdal2017-328,3,2,5,,Vill
Dirdal2017-329,3,2,5,,.
Dirdal2017-330,,2,,,Vill
Dirdal2017-331,3,2,5,,.
Dirdal2017-332,,3,,,Vill
Dirdal2017-333,3,2,5,,Vill
Dirdal2017-334,2,2,4,,Vill
Dirdal2017-335,,2,,,.
Dirdal2017-336,3,3,6,,Vill
Dirdal2017-337,3,2,5,,Vill
Dirdal2017-338,3,2,5,,Vill
Dirdal2017-339,,2,,,Vill
Dirdal2017-340,3,2,5,,Vill
Dirdal2017-341,3,2,5,,Vill
Dirdal2017-342,,2,,,.
Dirdal2017-343,,2,,,Vill
Dirdal2017-344,3,2,5,,.
Dirdal2017-345,,2,,,.
Dirdal2017-346,3,3,6,,Vill
Dirdal2017-347,3,2,5,,Vill
Dirdal2017-348,3,2,5,,Vill
Dirdal2017-349,3,3,6,,Vill
Dirdal2017-350,3,2,5,,Vill
Dirdal2017-351,2,2,4,,Vill
Dirdal2017-352,3,2,5,,Vill
Dirdal2017-353,,2,,,Vill
Dirdal2017-354,,2,,,.
Dirdal2017-355,3,2,5,,.
Dirdal2017-356,3,2,5,,Vill
Dirdal2017-357,3,3,6,,Vill
Dirdal2017-358,3,3,6,,Vill
Dirdal2017-359,3,2,5,,Vill
Dirdal2017-360,,2,,,.
Dirdal2017-361,,1,,,.
Dirdal2017-362,,2,,,.
Dirdal2017-363,,2,,,Vill
Dirdal2017-364,3,2,5,,.
Dirdal2017-365,3,2,5,,.
Dirdal2017-366,3,2,5,,Vill
Dirdal2017-367,2,3,5,2-1-g-1+,Vill
Dirdal2017-368,,,,,.
Dirdal2017-369,3,4,7,3-2-g-1+,Vill
Dirdal2017-370,3,2,5,,Vill
Dirdal2017-371,,2,,,.
Dirdal2017-372,3,2,5,,.
Dirdal2017-373,3,2,5,,Vill
Dirdal2017-374,,2,,,.
Dirdal2017-375,,1,,,.
Dirdal2017-376,3,2,5,,Vill
Dirdal2017-377,,2,,,.
Dirdal2017-378,3,2,5,,.
Dirdal2017-379,3,4,7,3-2-g-1+,.
Dirdal2017-380,3,3,6,,.
Dirdal2017-381,3,2,5,,.
Dirdal2017-382,,2,,,Vill
Dirdal2017-383,3,1,4,,Vill
Dirdal2017-384,2,2,4,,.
Dirdal2017-385,,3,,,Vill
Dirdal2017-386,,2,,,.
Dirdal2017-387,,2,,,.
Dirdal2017-388,3,2,5,,.
Dirdal2017-389,,4,,?-2-g-1+,.
Dirdal2017-390,,3,,,.
Dirdal2017-391,2,2,4,,.
Dirdal2017-392,3,2,5,,Vill
Dirdal2017-393,,2,,,Vill
Dirdal2017-394,3,2,5,,.
Dirdal2017-395,,2,,,.
Dirdal2017-396,,2,,,Vill
Dirdal2017-397,,2,,,.
Dirdal2017-398,,2,,,.
Dirdal2017-399,,2,,,.
Dirdal2017-400,2,2,4,,.
Dirdal2017-401,,1,,,Vill
Dirdal2017-402,,2,,,Vill
Dirdal2017-403,,0/1,,,Vill
Dirdal2017-404,,2,,,Vill
Dirdal2017-405,,2,,,Vill
Dirdal2017-406,,2,,,Vill
Dirdal2017-407,3,2,5,,Vill
Dirdal2017-408,,2,,,Vill
Dirdal2017-409,2,2,4,,Vill
Dirdal2017-410,,2,,,Vill
Dirdal2017-411,,1,,,.
Dirdal2017-412,3,2,5,,.
Dirdal2017-413,,2,,,.
Dirdal2017-414,,2,,,.
Dirdal2017-415,3,2,5,,.
Dirdal2017-416,3,2,5,,Vill
Dirdal2017-417,3,2,5,,.
Dirdal2017-418,3,3,6,,.
Dirdal2017-419,2,2,4,,.
Dirdal2017-420,,2,,,.
Dirdal2017-421,2,2,4,,.
Dirdal2017-422,3,3,6,3-1-g-1+,Vill
Dirdal2017-423,2,4,6,,Vill
Dirdal2017-424,,3,,,Vill
Dirdal2017-425,,3,,,Vill
Dirdal2017-426,2,3,5,,Vill
Dirdal2017-427,2,3,5,,Vill
Dirdal2017-428,2,4,6,2-2-g-1+,Vill
Dirdal2017-429,2,3,5,,Vill
Dirdal2017-430,2,3,5,2-1-g-1+,Vill
Dirdal2017-431,3,2,5,,Vill
Dirdal2017-432,,2,,,Vill
Dirdal2017-433,,2,,,Vill
Dirdal2017-434,3,2,5,,.
Dirdal2017-435,3,2,5,,.
Dirdal2017-436,3,2,5,,.
Dirdal2017-437,,3,,,.
Dirdal2017-438,3,2,5,,.
Dirdal2017-439,2,2,4,,.
Dirdal2017-440,3,2,5,,.
Dirdal2017-441,3,2,5,,.
Dirdal2017-442,,3,,,.
Dirdal2017-443,,2,,,Vill
Dirdal2017-444,,2,,,Vill
Dirdal2017-445,,1,,,Vill
Dirdal2017-446,,2,,,Vill
Dirdal2017-447,,2,,,.
Dirdal2017-448,,2,,,.
Dirdal2017-449,,2,,,.
Dirdal2017-450,3,1,4,,Vill
Dirdal2017-451,3,2,5,,Vill
Dirdal2017-452,3,2,5,,Vill
Dirdal2017-453,3,2,5,,Vill
Dirdal2017-454,3,2,5,,Vill
Dirdal2017-455,3,3,6,,Vill
Dirdal2017-456,3,2,5,,Vill
Dirdal2017-457,3,2,5,,Vill
Dirdal2017-458,2,2,4,,Vill
Dirdal2017-459,,1,,,
Dirdal2017-460,,2,,,
Dirdal2017-461,,2,,,
Dirdal2017-462,3,2,5,,
Dirdal2017-463,3,2,5,,Vill
Dirdal2017-464,3,2,5,,Vill
Dirdal2017-465,,1,,,Vill
Dirdal2017-466,,1,,,Vill
Dirdal2017-467,2,2,4,,Vill
Dirdal2017-468,,2,,,Vill
Dirdal2017-469,,2,,,Vill
Dirdal2017-470,,2,,,
Dirdal2017-471,,2,,,
Dirdal2017-472,3,2,5,,
Dirdal2017-473,3,3,6,,Vill
Dirdal2017-474,3,2,5,,Vill
Dirdal2017-475,,3,,,Vill
Dirdal2017-476,3,1,4,,
Dirdal2017-477,2,2,4,,Vill
Dirdal2017-478,3,2,5,,
Dirdal2017-479,2,2,4,,Vill
Dirdal2017-480,3,2,5,,Vill
Dirdal2017-481,3,3,6,,Vill
Dirdal2017-482,,2,,,Vill
Dirdal2017-483,3,2,5,,Vill
Dirdal2017-484,3,2,5,,Vill
Dirdal2017-485,3,3,6,,
Dirdal2017-486,,2,,,Vill
Dirdal2017-487,2,3,5,,
Dirdal2017-488,,2,,,Vill
Dirdal2017-489,,3,,,Vill
Dirdal2017-490,,2,,,
Dirdal2017-491,2,2,4,,Vill
Dirdal2017-492,3,1,4,,Vill
Dirdal2017-493,3,2,5,,Vill
Dirdal2017-494,,2,,,
Dirdal2017-495,,2,,,Vill
Dirdal2017-496,2,2,4,,Vill
Dirdal2017-497,,2,,,Vill
Dirdal2017-498,,2,,,Vill
Dirdal2017-499,3,2,5,,Vill
Dirdal2017-500,3,1,4,,Vill
Dirdal2017-501,2,1,3,,Vill
Dirdal2017-502,3,2,5,,Vill
Dirdal2017-503,,2,,,
Dirdal2017-504,,2,,,Vill
Dirdal2017-505,,2,,,Vill
Dirdal2017-506,,1,,,Vill
Dirdal2017-507,3,2,5,,Vill
Dirdal2017-508,4,2,6,,Vill
Dirdal2017-509,,2,,,
Dirdal2017-510,,3,,,Vill
Dirdal2017-511,,1,,,
Dirdal2017-512,,1,,,Vill
Dirdal2017-513,,2,,,Vill
Dirdal2017-514,3,2,5,,Vill
Dirdal2017-515,,1,,,
Dirdal2017-516,3,2,5,,Vill
Dirdal2017-517,3,2,5,,
Dirdal2017-518,,,,,
Dirdal2017-519,2,2,4,,
Dirdal2017-520,,0/1,,,Oppdrett
Dirdal2017-521,,3,,,
Dirdal2017-522,,2,,,Vill
Dirdal2017-523,,2,,,Vill
Dirdal2017-524,3,2,5,,
Dirdal2017-525,3,2,5,,
Dirdal2017-526,,2,,,Vill
Dirdal2017-527,,4,,?-2-g-1+,
Dirdal2017-528,,2,,,Vill
Dirdal2017-529,,1,,,
Dirdal2017-530,,2,,,Vill
Dirdal2017-531,,2,,,Vill
Dirdal2017-532,3,4,7,,Vill
Dirdal2017-533,3,1,4,,
Dirdal2017-534,,2,,,
Dirdal2017-535,3,2,5,,
Dirdal2017-536,3,2,5,,Vill
Dirdal2017-537,3,2,5,,Vill
Dirdal2017-538,2,2,4,,Vill
Dirdal2017-539,2,2,4,,
Dirdal2017-540,3,2,5,,Vill
Dirdal2017-541,3,2,5,,Vill
Dirdal2017-542,,3,,,Vill
Dirdal2017-543,,3,,,Vill
Dirdal2017-544,3,2,5,,Vill
Dirdal2017-545,,2,,,Vill
Dirdal2017-546,3,2,5,,Vill
Dirdal2017-547,,2,,,
Dirdal2017-548,,2,,,
Dirdal2017-549,3,1,4,,Vill
Dirdal2017-550,3,2,5,,
Dirdal2017-551,,2,,,
Dirdal2017-552,3,2,5,,
Dirdal2017-553,,2,,,
Dirdal2017-554,3,1,4,,
Dirdal2017-555,,2,,,
Dirdal2017-556,,2,,,Vill
Dirdal2017-557,3,1,4,,
Dirdal2017-558,,1,,,
Dirdal2017-559,,2,,,
Dirdal2017-560,,1,,,
Dirdal2017-561,3,2,5,,Vill
Dirdal2017-562,,2,,,
Dirdal2017-563,,2,,,
Dirdal2017-564,,2,,,Vill
Dirdal2017-565,,2,,,
Dirdal2017-566,,2,,,
Dirdal2017-567,3,2,5,,Vill
Dirdal2017-568,3,2,5,,
Dirdal2017-569,3,2,5,,?
Dirdal2017-570,,2,,,Vill
Dirdal2017-571,3,2,5,,Vill
Dirdal2017-572,3,2,5,,Vill
Dirdal2017-573,,3,,,Vill
Dirdal2017-574,3,1,4,,Vill
Dirdal2017-575,,2,,,
Dirdal2017-576,,2,,,
Dirdal2017-577,,2,,,
Dirdal2017-578,,2,,,
Dirdal2017-579,,2,,,
Dirdal2017-580,3,2,5,,Vill
Dirdal2017-581,3,2,5,,Vill
Dirdal2017-582,,3,,,Vill
Dirdal2017-583,3,2,5,,Vill
Dirdal2017-584,,3,,,Vill
Dirdal2017-585,,2,,,
Dirdal2017-586,2,2,4,,
Dirdal2017-587,,2,,,Vill
Dirdal2017-588,,2,,,Vill
Dirdal2017-589,4,2,6,,Vill
Dirdal2017-590,,1,,,
Dirdal2017-591,3,2,5,,Vill
Dirdal2017-592,3,3,6,,
Dirdal2017-593,,3,,,Vill
Dirdal2017-594,3,2,5,,Vill
Dirdal2017-595,,3,,,Vill
Dirdal2017-596,3,1,4,,Vill
Dirdal2017-597,3,2,5,,Vill
Dirdal2017-598,,2,,,Vill
Dirdal2017-599,,2,,,Vill
Dirdal2017-600,,3,,,Vill
Dirdal2017-601,3,2,5,,Vill
Dirdal2017-602,,2,,,Vill
Dirdal2017-603,,2,,,Vill
Dirdal2017-604,,1,,,Vill
Dirdal2017-605,,2,,,Vill
Dirdal2017-606,,1,,,Vill
Dirdal2017-607,,1,,,Vill
Dirdal2017-608,3,1,4,,Vill
Dirdal2017-609,,2,,,Vill
Dirdal2017-610,,2,,,
Dirdal2017-611,,2,,,
Dirdal2017-612,3,2,5,,Vill
Dirdal2017-613,,2,,,Vill
Dirdal2017-614,,2,,,Vill
Dirdal2017-615,,1,,,Vill
Dirdal2017-616,,1,,,
Dirdal2017-617,,2,,,Vill
Dirdal2017-618,,2,,,Vill
Dirdal2017-619,3,2,5,,Vill
Dirdal2017-620,,2,,,Vill
Dirdal2017-621,,2,,,Vill
Dirdal2017-622,,1,,,.
Dirdal2017-623,3,1,4,,.
Dirdal2017-624,3,2,5,,.
Dirdal2017-625,,2,,,.
Dirdal2017-626,,2,,,.
Dirdal2017-627,,2,,,.
Dirdal2017-628,,2,,,.
Dirdal2017-629,2,2,4,,.
Dirdal2017-630,,2,,,Vill
Dirdal2017-631,3,2,5,,
Dirdal2017-632,3,1,4,,Vill
Dirdal2017-633,3,2,5,,
Dirdal2017-634,3,2,5,,
Dirdal2017-635,,2,,,
Dirdal2017-636,3,3,6,,
Dirdal2017-637,3,2,5,,Vill
Dirdal2017-638,,3,,,
Dirdal2017-639,3,3,6,,
Dirdal2017-640,,3,,?-1-g-1+,
Dirdal2017-641,3,2,5,,
Dirdal2017-642,3,2,5,,Vill
Dirdal2017-643,2,2,4,,
Dirdal2017-644,,2,,,Vill
Dirdal2017-645,3,2,5,,Vill
Dirdal2017-646,3,2,5,,Vill
Dirdal2017-647,,2,,,Vill
Dirdal2017-648,2,3,5,2-2-g-0+,Vill
Dirdal2017-649,,2,,,Vill
Dirdal2017-650,,2,,,Vill
Dirdal2017-651,3,2,5,,Vill
Dirdal2017-652,3,2,5,,Vill
Dirdal2017-653,2,1,3,,Vill
Dirdal2017-654,3,2,5,,Vill
Dirdal2017-655,,2,,,
Dirdal2017-656,,2,,,Vill
Dirdal2017-657,,1,,,Vill
Dirdal2017-658,,2,,,Vill
Dirdal2017-659,,2,,,
Dirdal2017-660,3,2,5,,Vill
Dirdal2017-661,,2,,,
Dirdal2017-662,3,2,5,,Vill
Dirdal2017-663,,2,,,Vill
Dirdal2017-664,3,2,5,,Vill
Dirdal2017-665,2,2,4,,Vill
Dirdal2017-666,3,2,5,,Vill
Dirdal2017-667,3,3,6,3-1-g-1+,Vill
Dirdal2017-668,3,2,5,,Vill
Dirdal2017-669,,4,,,Vill
Dirdal2017-670,3,2,5,,Vill
Dirdal2017-671,3,2,5,,Vill
Dirdal2017-672,3,1,4,,Vill
Dirdal2017-673,3,2,5,,
Dirdal2017-674,3,2,5,,Vill
Espedal2017-001,3,1,4,,Vill
Espedal2017-002,2,2,4,,Vill
Espedal2017-003,,3,,,
Espedal2017-004,,2,,,
Espedal2017-005,3,2,5,,Vill
Espedal2017-006,,2,,,Vill
Espedal2017-007,,3,,,Vill
Espedal2017-008,,2,,,
Espedal2017-009,,1,,,Vill
Espedal2017-010,3,2,5,,
Espedal2017-011,3,3,6,,
Espedal2017-012,3,2,5,,
Espedal2017-013,3,2,5,,
Espedal2017-014,,1,,,Vill
Espedal2017-015,3,2,5,,Vill
Espedal2017-016,2,2,4,,Vill
Espedal2017-017,,1,,,
Espedal2017-018,3,2,5,,Vill
Espedal2017-019,,2,,,Vill
Espedal2017-020,2,2,4,,Vill
Espedal2017-021,,2,,,Vill
Espedal2017-022,2,3,5,,Vill
Espedal2017-023,,2,,,Vill
Espedal2017-024,,2,,,Vill
Espedal2017-025,,4,,?-2-g-1+,
Espedal2017-026,3,2,5,,Vill
Espedal2017-027,,2,,,Vill
Espedal2017-028,,2,,,Vill
Espedal2017-029,2,2,4,,Vill
Espedal2017-030,3,5,8,3-3-g-1+,
Espedal2017-031,2,2,4,,
Espedal2017-032,2,3,5,,Vill
Espedal2017-033,3,4,7,3-2-g-1+,
Espedal2017-034,2,2,4,,
Espedal2017-035,3,3,6,,Vill
Espedal2017-036,2,2,4,,
Espedal2017-037,3,4,7,3-2-g-1+,Vill
Espedal2017-038,2,2,4,,
Espedal2017-039,3,5,8,3-2-g-2+,
Espedal2017-040,,2,,,Vill
Espedal2017-041,,3,,,
Espedal2017-042,3,2,5,,
Espedal2017-043,2,2,4,,
Espedal2017-044,3,4,7,,
Espedal2017-045,3,2,5,,
Espedal2017-046,3,3,6,,Vill
Espedal2017-047,3,2,5,,
Espedal2017-048,,2,,,
Espedal2017-049,,4,,?-2-g-1+,Vill
Espedal2017-050,3,3,6,,
Espedal2017-051,,3,,,Vill
Espedal2017-052,,1,,,Vill
Espedal2017-053,,3,,,Vill
Espedal2017-054,3,2,5,,Vill
Espedal2017-055,2,3,5,,Vill
Espedal2017-056,3,2,5,,Vill
Espedal2017-057,2,3,5,,Vill
Espedal2017-058,3,2,5,,Vill
Espedal2017-059,3,5,8,3-3-g-1+,Vill
Espedal2017-060,3,2,5,,
Espedal2017-061,3,3,6,,Vill
Espedal2017-062,,2,,,
Espedal2017-063,2,1,3,,Vill
Espedal2017-064,3,2,5,,Vill
Espedal2017-065,3,3,6,,Vill
Espedal2017-066,,1,,,Vill
Espedal2017-067,,0,,,Oppdrett
Espedal2017-068,,2,,,Vill
Espedal2017-069,,3,,,Vill
Espedal2017-070,3,2,5,,
Espedal2017-071,3,2,5,,
Espedal2017-072,,2,,,Vill
Espedal2017-073,2,2,4,,Vill
Espedal2017-074,2,2,4,,
Espedal2017-075,2,2,4,,Vill
Espedal2017-076,,2,,,Vill
Espedal2017-077,3,2,5,,Vill
Espedal2017-078,3,2,5,,
Espedal2017-079,,1,,,Vill
Espedal2017-080,3,2,5,,
Espedal2017-081,3,2,5,,Vill
Espedal2017-082,3,2,5,,Vill
Espedal2017-083,4,2,6,,Vill
Espedal2017-084,3,2,5,,Vill
Espedal2017-085,,3,,,Vill
Espedal2017-086,3,3,6,,Vill
Espedal2017-087,,1,,,Vill
Espedal2017-088,3,2,5,,Vill
Espedal2017-089,4,2,6,,
Espedal2017-090,3,2,5,,Vill
Espedal2017-091,3,2,5,,Vill
Espedal2017-092,3,4,7,3-2-g-1+,Vill
Espedal2017-093,3,2,5,,Vill
Espedal2017-094,3,2,5,,Vill
Espedal2017-095,2,2,4,,
Espedal2017-096,,2,,,
Espedal2017-097,3,2,5,,
Espedal2017-098,2,2,4,,
Espedal2017-099,,3,,,Vill
Espedal2017-100,,4,,?-2-g-1+,Vill
Espedal2017-101,3,2,5,,
Espedal2017-102,,2,,,
Espedal2017-103,3,2,5,,
Espedal2017-104,3,2,5,,
Espedal2017-105,,3,,,
Espedal2017-106,3,3,6,,
Espedal2017-107,3,4,7,3-2-g-1+,Vill
Espedal2017-108,,3,,,Vill
Espedal2017-109,3,2,5,,
Espedal2017-110,,3,,,
Espedal2017-111,2,3,5,,
Espedal2017-112,4,3,7,,Vill
Espedal2017-113,3,2,5,,
Espedal2017-114,,3,,,
Espedal2017-115,3,1,4,,
Espedal2017-116,2,2,4,,Vill
Espedal2017-117,,2,,,Vill
Espedal2017-118,3,2,5,,Vill
Espedal2017-119,,2,,,?
Espedal2017-120,,3,,,
Espedal2017-121,3,2,5,,
Espedal2017-122,,2,,,Vill
Espedal2017-123,2,5,7,2-3-g-1+,Vill
Espedal2017-124,2,2,4,,Vill
Espedal2017-125,3,2,5,,Vill
Espedal2017-126,4,3,7,,
Espedal2017-127,3,4,7,3-2-g-1+,Vill
Espedal2017-128,,2,,,Vill
Espedal2017-129,,2,,,
Espedal2017-130,3,2,5,,Vill
Espedal2017-131,,2,,,
Espedal2017-132,3,2,5,,
Espedal2017-133,,2,,,Vill
Espedal2017-134,,2,,,
Espedal2017-135,,3,,,Vill
Espedal2017-136,,2,,,Vill
Espedal2017-137,,2,,,
Espedal2017-138,3,3,6,,Vill
Espedal2017-139,,2,,,Vill
Espedal2017-140,,2,,,
Espedal2017-141,3,3,6,,
Espedal2017-142,,4,,?-2-g-1+,
Espedal2017-143,3,2,5,,
Espedal2017-144,,1,,,
Espedal2017-145,,3,,,
Espedal2017-146,3,2,5,,
Espedal2017-147,,3,,,Vill
Espedal2017-148,3,3,6,,Vill
Espedal2017-149,,3,,,Vill
Espedal2017-150,3,2,5,,
Espedal2017-151,,3,,,Vill
Espedal2017-152,,3,,,Vill
Espedal2017-153,,2,,,Vill
Espedal2017-154,,3,,,Vill
Espedal2017-155,,2,,,Vill
Espedal2017-156,,3,,,Vill
Espedal2017-157,3,2,5,,
Espedal2017-158,,2,,,Vill
Espedal2017-159,,3,,,
Espedal2017-160,,3,,,
Espedal2017-161,3,4,7,3-2-g-1+,Vill
Espedal2017-162,3,3,6,,
Espedal2017-163,4,2,6,,
Espedal2017-164,,,,,Vill
Espedal2017-165,3,1,4,,Vill
Espedal2017-166,3,3,6,,
Espedal2017-167,3,3,6,,Vill
Espedal2017-168,3,4,7,3-2-g-1+,Vill
Espedal2017-169,,4,,?-2-g-1+,Vill
Espedal2017-170,3,2,5,,
Espedal2017-171,,3,,,Vill
Espedal2017-172,,2,,,Vill
Espedal2017-173,4,2,6,,
Espedal2017-174,3,2,5,,Vill
Espedal2017-175,,2,,,
Espedal2017-176,3,2,5,,
Espedal2017-177,,3,,,
Espedal2017-178,3,4,7,3-2-g-1+,
Espedal2017-179,,3,,,
Espedal2017-180,3,2,5,,
Espedal2017-181,2,4,6,2-2-g-1+,
Espedal2017-182,3,2,5,,Vill
Espedal2017-183,3,2,5,,Vill
Espedal2017-184,3,3,6,,
Espedal2017-185,,3,,,
Espedal2017-186,,3,,,Vill
Espedal2017-187,2,3,5,,Vill
Espedal2017-188,,2,,,
Espedal2017-189,3,3,6,,Vill
Espedal2017-190,3,3,6,,Vill
Espedal2017-191,,4,,?-2-g-1+,
Espedal2017-192,,3,,,
Espedal2017-193,,3,,,
Espedal2017-194,,2,,,
Espedal2017-195,3,2,5,,
Espedal2017-196,4,3,7,,Vill
Espedal2017-197,3,1,4,,
Espedal2017-198,2,1,3,,
Espedal2017-199,3,3,6,3-1-g-1+,
Espedal2017-200,3,3,6,,Vill
Espedal2017-201,3,4,7,3-2-g-1+,Vill
Espedal2017-202,,2,,,Vill
Espedal2017-203,3,2,5,,Vill
Espedal2017-204,3,2,5,,Vill
